system0,group0,name0,name0,type0,description0,0,0
system0,group0,name0,name1,type1,description1,1,1
system0,group0,name0,name2,type2,description2,0,2
system0,group0,name0,name3,type3,description3,1,3
system0,group0,name0,name4,type4,description4,0,4
system0,group0,name0,name5,type5,description5,1,5
system0,group0,name0,name6,type6,description6,0,6
system0,group0,name0,name7,type7,description7,1,7
system0,group0,name0,name8,type8,description8,0,8
system0,group0,name0,name9,type9,description9,1,9
system0,group0,name0,name10,type10,description10,0,10
system0,group0,name0,name11,type11,description11,1,11
system0,group0,name0,name12,type12,description12,0,12
system0,group0,name0,name13,type13,description13,1,13
system0,group0,name0,name14,type14,description14,0,14
system0,group0,name0,name15,type15,description15,1,15
system0,group0,name0,name16,type16,description16,0,16
system0,group0,name0,name17,type17,description17,1,17
system0,group0,name0,name18,type18,description18,0,18
system0,group0,name0,name19,type19,description19,1,19
system0,group0,name0,name20,type20,description20,0,20
system0,group0,name0,name21,type21,description21,1,21
system0,group0,name0,name22,type22,description22,0,22
system0,group0,name0,name23,type23,description23,1,23
system0,group0,name0,name24,type24,description24,0,24
system0,group0,name0,name25,type25,description25,1,25
system0,group0,name0,name26,type26,description26,0,26
system0,group0,name0,name27,type27,description27,1,27
system0,group0,name0,name28,type28,description28,0,28
system0,group0,name0,name29,type29,description29,1,29
system0,group0,name0,name30,type30,description30,0,30
system0,group0,name0,name31,type31,description31,1,31
system0,group0,name0,name32,type32,description32,0,32
system0,group0,name0,name33,type33,description33,1,33
system0,group0,name0,name34,type34,description34,0,34
system0,group0,name0,name35,type35,description35,1,35
system0,group0,name0,name36,type36,description36,0,36
system0,group0,name0,name37,type37,description37,1,37
system0,group0,name0,name38,type38,description38,0,38
system0,group0,name0,name39,type39,description39,1,39
system0,group0,name0,name40,type40,description40,0,40
system0,group0,name0,name41,type41,description41,1,41
system0,group0,name0,name42,type42,description42,0,42
system0,group0,name0,name43,type43,description43,1,43
system0,group0,name0,name44,type44,description44,0,44
system0,group0,name0,name45,type45,description45,1,45
system0,group0,name0,name46,type46,description46,0,46
system0,group0,name0,name47,type47,description47,1,47
system0,group0,name0,name48,type48,description48,0,48
system0,group0,name0,name49,type49,description49,1,49
system1,group1,name1,name0,type0,description0,0,0
system1,group1,name1,name1,type1,description1,1,1
system1,group1,name1,name2,type2,description2,0,2
system1,group1,name1,name3,type3,description3,1,3
system1,group1,name1,name4,type4,description4,0,4
system1,group1,name1,name5,type5,description5,1,5
system1,group1,name1,name6,type6,description6,0,6
system1,group1,name1,name7,type7,description7,1,7
system1,group1,name1,name8,type8,description8,0,8
system1,group1,name1,name9,type9,description9,1,9
system1,group1,name1,name10,type10,description10,0,10
system1,group1,name1,name11,type11,description11,1,11
system1,group1,name1,name12,type12,description12,0,12
system1,group1,name1,name13,type13,description13,1,13
system1,group1,name1,name14,type14,description14,0,14
system1,group1,name1,name15,type15,description15,1,15
system1,group1,name1,name16,type16,description16,0,16
system1,group1,name1,name17,type17,description17,1,17
system1,group1,name1,name18,type18,description18,0,18
system1,group1,name1,name19,type19,description19,1,19
system1,group1,name1,name20,type20,description20,0,20
system1,group1,name1,name21,type21,description21,1,21
system1,group1,name1,name22,type22,description22,0,22
system1,group1,name1,name23,type23,description23,1,23
system1,group1,name1,name24,type24,description24,0,24
system1,group1,name1,name25,type25,description25,1,25
system1,group1,name1,name26,type26,description26,0,26
system1,group1,name1,name27,type27,description27,1,27
system1,group1,name1,name28,type28,description28,0,28
system1,group1,name1,name29,type29,description29,1,29
system1,group1,name1,name30,type30,description30,0,30
system1,group1,name1,name31,type31,description31,1,31
system1,group1,name1,name32,type32,description32,0,32
system1,group1,name1,name33,type33,description33,1,33
system1,group1,name1,name34,type34,description34,0,34
system1,group1,name1,name35,type35,description35,1,35
system1,group1,name1,name36,type36,description36,0,36
system1,group1,name1,name37,type37,description37,1,37
system1,group1,name1,name38,type38,description38,0,38
system1,group1,name1,name39,type39,description39,1,39
system1,group1,name1,name40,type40,description40,0,40
system1,group1,name1,name41,type41,description41,1,41
system1,group1,name1,name42,type42,description42,0,42
system1,group1,name1,name43,type43,description43,1,43
system1,group1,name1,name44,type44,description44,0,44
system1,group1,name1,name45,type45,description45,1,45
system1,group1,name1,name46,type46,description46,0,46
system1,group1,name1,name47,type47,description47,1,47
system1,group1,name1,name48,type48,description48,0,48
system1,group1,name1,name49,type49,description49,1,49
system2,group2,name2,name0,type0,description0,0,0
system2,group2,name2,name1,type1,description1,1,1
system2,group2,name2,name2,type2,description2,0,2
system2,group2,name2,name3,type3,description3,1,3
system2,group2,name2,name4,type4,description4,0,4
system2,group2,name2,name5,type5,description5,1,5
system2,group2,name2,name6,type6,description6,0,6
system2,group2,name2,name7,type7,description7,1,7
system2,group2,name2,name8,type8,description8,0,8
system2,group2,name2,name9,type9,description9,1,9
system2,group2,name2,name10,type10,description10,0,10
system2,group2,name2,name11,type11,description11,1,11
system2,group2,name2,name12,type12,description12,0,12
system2,group2,name2,name13,type13,description13,1,13
system2,group2,name2,name14,type14,description14,0,14
system2,group2,name2,name15,type15,description15,1,15
system2,group2,name2,name16,type16,description16,0,16
system2,group2,name2,name17,type17,description17,1,17
system2,group2,name2,name18,type18,description18,0,18
system2,group2,name2,name19,type19,description19,1,19
system2,group2,name2,name20,type20,description20,0,20
system2,group2,name2,name21,type21,description21,1,21
system2,group2,name2,name22,type22,description22,0,22
system2,group2,name2,name23,type23,description23,1,23
system2,group2,name2,name24,type24,description24,0,24
system2,group2,name2,name25,type25,description25,1,25
system2,group2,name2,name26,type26,description26,0,26
system2,group2,name2,name27,type27,description27,1,27
system2,group2,name2,name28,type28,description28,0,28
system2,group2,name2,name29,type29,description29,1,29
system2,group2,name2,name30,type30,description30,0,30
system2,group2,name2,name31,type31,description31,1,31
system2,group2,name2,name32,type32,description32,0,32
system2,group2,name2,name33,type33,description33,1,33
system2,group2,name2,name34,type34,description34,0,34
system2,group2,name2,name35,type35,description35,1,35
system2,group2,name2,name36,type36,description36,0,36
system2,group2,name2,name37,type37,description37,1,37
system2,group2,name2,name38,type38,description38,0,38
system2,group2,name2,name39,type39,description39,1,39
system2,group2,name2,name40,type40,description40,0,40
system2,group2,name2,name41,type41,description41,1,41
system2,group2,name2,name42,type42,description42,0,42
system2,group2,name2,name43,type43,description43,1,43
system2,group2,name2,name44,type44,description44,0,44
system2,group2,name2,name45,type45,description45,1,45
system2,group2,name2,name46,type46,description46,0,46
system2,group2,name2,name47,type47,description47,1,47
system2,group2,name2,name48,type48,description48,0,48
system2,group2,name2,name49,type49,description49,1,49
system3,group3,name3,name0,type0,description0,0,0
system3,group3,name3,name1,type1,description1,1,1
system3,group3,name3,name2,type2,description2,0,2
system3,group3,name3,name3,type3,description3,1,3
system3,group3,name3,name4,type4,description4,0,4
system3,group3,name3,name5,type5,description5,1,5
system3,group3,name3,name6,type6,description6,0,6
system3,group3,name3,name7,type7,description7,1,7
system3,group3,name3,name8,type8,description8,0,8
system3,group3,name3,name9,type9,description9,1,9
system3,group3,name3,name10,type10,description10,0,10
system3,group3,name3,name11,type11,description11,1,11
system3,group3,name3,name12,type12,description12,0,12
system3,group3,name3,name13,type13,description13,1,13
system3,group3,name3,name14,type14,description14,0,14
system3,group3,name3,name15,type15,description15,1,15
system3,group3,name3,name16,type16,description16,0,16
system3,group3,name3,name17,type17,description17,1,17
system3,group3,name3,name18,type18,description18,0,18
system3,group3,name3,name19,type19,description19,1,19
system3,group3,name3,name20,type20,description20,0,20
system3,group3,name3,name21,type21,description21,1,21
system3,group3,name3,name22,type22,description22,0,22
system3,group3,name3,name23,type23,description23,1,23
system3,group3,name3,name24,type24,description24,0,24
system3,group3,name3,name25,type25,description25,1,25
system3,group3,name3,name26,type26,description26,0,26
system3,group3,name3,name27,type27,description27,1,27
system3,group3,name3,name28,type28,description28,0,28
system3,group3,name3,name29,type29,description29,1,29
system3,group3,name3,name30,type30,description30,0,30
system3,group3,name3,name31,type31,description31,1,31
system3,group3,name3,name32,type32,description32,0,32
system3,group3,name3,name33,type33,description33,1,33
system3,group3,name3,name34,type34,description34,0,34
system3,group3,name3,name35,type35,description35,1,35
system3,group3,name3,name36,type36,description36,0,36
system3,group3,name3,name37,type37,description37,1,37
system3,group3,name3,name38,type38,description38,0,38
system3,group3,name3,name39,type39,description39,1,39
system3,group3,name3,name40,type40,description40,0,40
system3,group3,name3,name41,type41,description41,1,41
system3,group3,name3,name42,type42,description42,0,42
system3,group3,name3,name43,type43,description43,1,43
system3,group3,name3,name44,type44,description44,0,44
